GPS time,SatPRN (ID),Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,PseudorangeRateMetersPerSecond,Constellation,GPS_Unique_Time,Pos_X,Pos_Y,Pos_Z,Lat,Lon,Alt
2024-04-13 16:53:55.426041+00:00,G10,14634640.578020563,-4871100.385080923,22088706.094381887,22747533.88966919,40.9,-473.1712341308594,G,2024-04-13 16:54:15.426042+00:00,4434502.184638929,3085138.0410846574,3375396.3637816473,32.171564357423485,34.82681345275568,-2166.616000307724
2024-04-13 16:53:55.426041+00:00,G21,23139970.13870758,-12054947.73067736,4452366.880340284,24087135.33902249,26.1,-469.654296875,G,2024-04-13 16:54:16.426042+00:00,4436922.915911777,3085231.488796145,3376321.7206128077,32.168829348720664,34.8129695218242,53.435670466162264
2024-04-13 16:53:55.426041+00:00,G27,25027022.07980099,4786444.359818455,8126078.132103045,21199216.081258103,38.7,212.0243377685547,G,2024-04-13 16:54:17.426042+00:00,4436927.730256978,3085220.4919317667,3376321.4211132545,32.16883822744486,34.8128446584771,51.3077862681821
2024-04-13 16:53:55.426041+00:00,G32,-1628640.3109084915,17333011.33490642,20167035.45800033,22841076.83766132,43.5,385.43011474609375,G,2024-04-13 16:54:18.426042+00:00,4436932.110192836,3085215.1775062024,3376322.8715965585,32.16884660122823,34.81277188784138,52.555797102861106
2024-04-13 16:53:55.426041+00:00,G08,15759204.390388427,1901457.53207676,21854542.97602303,21703459.11647212,45.4,-313.5313415527344,G,2024-04-13 16:54:19.426042+00:00,4436934.124842602,3085208.3318566787,3376318.25787946,32.168822204910754,34.812700104936994,48.19133858755231
2024-04-13 16:53:55.426041+00:00,G10,23096790.083593797,13303627.79171246,-3027451.042131644,22217410.50423246,40.1,572.9171142578125,G,2024-04-13 16:54:20.426042+00:00,4436937.276541829,3085196.1807430433,3376324.1327015217,32.1688879329293,34.812575257581095,47.63750781584531
2024-04-13 16:53:55.426041+00:00,G27,5168696.831568392,25826912.603993345,-3450158.7806935464,23755343.52840789,35.6,-476.5022277832031,G,2024-04-13 16:54:21.426042+00:00,4436938.434437887,3085194.664294535,3376314.6489496883,32.168815130993586,34.812555049019466,42.66048419568688
2024-04-13 16:53:55.426041+00:00,G32,7801985.005440368,17846417.769035593,18357740.658348717,21299212.593254197,48.5,279.6727294921875,G,2024-04-13 16:54:22.426042+00:00,4435976.726421748,3085298.67518951,3375456.248079928,32.16576775009697,34.819282280667096,-1032.4327921988443
2024-04-13 16:53:56.426041+00:00,G10,14635094.173222909,-4868448.993377693,22089023.707681317,22747057.221464112,44.9,-473.8988342285156,G,2024-04-13 16:54:23.426042+00:00,4436947.4173116395,3085183.0354277547,3376325.6724979025,32.16889574384416,34.81239945310466,49.152504570782185
2024-04-13 16:53:56.426041+00:00,G21,25027866.96120423,4787093.506100158,8123174.148416854,21199435.228045296,35.9,212.0909118652344,G,2024-04-13 16:54:24.426042+00:00,4435740.450580184,3085207.643251968,3375223.038305517,32.16516812459433,34.819920411769104,-1364.786226679571
2024-04-13 16:53:56.426041+00:00,G27,-1630779.3949147873,17334344.542758416,20165671.993734155,22841460.252550367,41.3,385.5321960449219,G,2024-04-13 16:54:25.426042+00:00,4435739.541354405,3085173.078871514,3375224.827501292,32.1652801406724,34.819625017824805,-1381.1725718220696
2024-04-13 16:53:56.426041+00:00,G32,15759642.754099123,1904077.69530006,21854086.68437099,21703144.62817086,47.4,-313.9074401855469,G,2024-04-13 16:54:26.426042+00:00,4436951.753339938,3085173.187717392,3376317.632714493,32.16884427232531,34.81228748744873,43.12696118373424
2024-04-13 16:53:56.426041+00:00,G08,23096377.497063693,13303692.533152953,-3030572.036284853,22217987.617151897,39.7,573.1281127929688,G,2024-04-13 16:54:27.426042+00:00,4436953.175608959,3085168.5327446642,3376327.250701453,32.16892484386844,34.81223835887408,46.98629609122872
2024-04-13 16:53:56.426041+00:00,G10,5168468.83745591,25827375.454365063,-3447021.754081218,23754857.256107382,38.7,-476.25,G,2024-04-13 16:54:28.426042+00:00,4435491.728935613,3085089.0679721446,3376507.285269574,32.17627879209405,34.820394177299725,-911.1460256548598
2024-04-13 16:53:56.426041+00:00,G27,7799863.458967965,17845568.833441727,18359467.65887415,21299492.285207797,48.9,279.6937561035156,G,2024-04-13 16:54:29.426042+00:00,4434997.760418055,3085174.3353204075,3375307.863851943,32.168835094037455,34.824127876508136,-1851.8343453723937
2024-04-13 16:53:57.426041+00:00,G10,14635547.934660677,-4865797.594572751,22089340.870711718,22746587.742748752,46.2,-472.737060546875,G,2024-04-13 16:54:30.426042+00:00,4436969.280044447,3085159.9360827315,3376321.351920544,32.168839895527356,34.81206605308273,50.88373684603721
2024-04-13 16:53:57.426041+00:00,G21,23139242.50164924,-12053934.05481761,4458701.711933177,24083831.64164649,37.0,212.8616180419922,G,2024-04-13 16:54:31.426042+00:00,4436973.541937553,3085151.8591324715,3376316.525773195,32.1688083935752,34.811969950048635,47.373035402968526
2024-04-13 16:53:57.426041+00:00,G27,25028711.54888712,4787742.454915313,8120269.995327829,21199642.6831866,41.4,387.1977233886719,G,2024-04-13 16:54:32.426042+00:00,4436975.698253736,3085150.796919484,3376315.2913394324,32.168793381856254,34.81194765244259,47.70110947173089
2024-04-13 16:53:57.426041+00:00,G32,-1632918.2587552592,17335677.7894021,20164308.104418054,22841847.576288182,43.7,-312.59619140625,G,2024-04-13 16:54:33.426042+00:00,4436981.905526464,3085136.053758122,3376302.9848912964,32.168715381985926,34.81178174729517,38.338772849179804
2024-04-13 16:53:57.426041+00:00,G08,15760081.265046442,1906697.7662068508,21853629.9506996,21702829.267358717,42.4,574.5242919921875,G,2024-04-13 16:54:34.426042+00:00,4436979.16189234,3085130.7182764322,3376310.2917986703,32.168796599091316,34.811751909481124,37.74394297320396
2024-04-13 16:53:57.426041+00:00,G10,23095964.56583222,13303757.130808905,-3033692.9678732757,22218561.728633884,36.8,-474.4248962402344,G,2024-04-13 16:54:35.426042+00:00,4436987.981295823,3085123.7929738667,3376305.6926374594,32.1687457071883,34.811638246334866,38.078092923387885
2024-04-13 16:53:57.426041+00:00,G27,5168240.828396419,25827837.92605294,-3443884.654275061,23754382.98955668,51.4,281.4963684082031,G,2024-04-13 16:54:36.426042+00:00,4435772.328931977,3085145.019656052,3375140.2996244915,32.16458240358893,34.81918222341771,-1416.9483706643805
2024-04-13 16:53:57.426041+00:00,G32,7797741.668036208,17844719.931228004,18361194.27770608,21299772.012061834,22.2,-467.9024963378906,G,2024-04-13 16:54:37.426042+00:00,4437012.346810106,3085112.9264989784,3376316.0281148963,32.16875833850923,34.811396182976445,55.26324245799333
