GPS_Unique_Time,Group,Pos_X,Pos_Y,Pos_Z,Lat,Lon,Alt
2024-05-06 18:25:25.417843+00:00,Low_CN0,4492859.388714215,2853903.326910897,3302195.896082182,31.991330750552752,32.424067652863535,-108382.87753531523
2024-05-06 18:25:26.417843+00:00,High_CN0,4598440.879066052,3106186.285137505,3301181.328596053,30.915098824184657,34.03850836934437,84395.82333934307
2024-05-06 18:25:26.417843+00:00,Low_CN0,4497475.070738197,2854494.2458475744,3303034.038328796,31.977381963947725,32.40281326106144,-104365.21956253145
2024-05-06 18:25:27.417843+00:00,High_CN0,4436136.142873272,2704956.672412452,3125779.544140022,31.21008633188283,31.37296380471608,-308885.491910249
2024-05-06 18:25:27.417843+00:00,Low_CN0,4701024.44839364,3163544.6084804903,3339323.981773725,30.675227573043564,33.938499750501165,204532.1670807954
2024-05-06 18:25:28.417843+00:00,High_CN0,4651268.4345585015,3115867.2859661956,3348629.286730809,31.050871257724612,33.81798232970066,151032.8047353141
2024-05-06 18:25:28.417843+00:00,Low_CN0,4301337.563163299,2792888.944210999,2977039.155239389,30.31451398737364,32.99594923139428,-442758.9921205314
2024-05-06 18:25:29.417843+00:00,High_CN0,4437686.923526377,2701649.2438189816,3123492.7195170773,31.193488050029675,31.3329179397061,-310409.3778789677
2024-05-06 18:25:29.417843+00:00,Low_CN0,4518044.611371715,2990495.212198025,3303714.1655250657,31.545012781998388,33.500588345559436,-26429.950316842645
2024-05-06 18:25:30.417843+00:00,High_CN0,4651908.8345984155,3116279.0379468002,3349119.804080872,31.051114361497753,33.81783568222271,151937.9524010783
2024-05-06 18:25:30.417843+00:00,Low_CN0,4298182.28864661,2788042.431353733,2981626.1116098063,30.37880077191576,32.96970694221662,-445002.5091741225
2024-05-06 18:25:31.417843+00:00,High_CN0,4636339.92624549,2858368.356821561,3236397.6718831,30.889067159250843,31.65441237849123,-36907.44787148945
2024-05-06 18:25:31.417843+00:00,Low_CN0,4361886.395622385,2955465.952020157,3030037.7493856726,30.077254041721933,34.120232111148276,-294810.9864886636
2024-05-06 18:25:32.418594+00:00,High_CN0,4651515.094604383,3116280.4398575146,3348778.9783024783,31.05002496936559,33.820090120480366,151482.57766281534
2024-05-06 18:25:32.418594+00:00,Low_CN0,4299114.892054181,2782530.061075769,2997754.1900933906,30.524473265614134,32.91228644329812,-438737.92010731995
2024-05-06 18:25:33.417843+00:00,High_CN0,4666018.119734302,3125686.5376370503,3345919.221564839,30.950109540136655,33.81746100587299,164825.20216136426
2024-05-06 18:25:33.417843+00:00,Low_CN0,4273649.613887792,2788687.720687305,2944175.300490654,30.163220790865925,33.12568320244258,-481337.133695364
2024-05-06 18:25:34.417843+00:00,High_CN0,4613452.253771258,3119076.636829765,3335586.0364699503,31.0870277602131,34.0619572069384,118963.74198634084
2024-05-06 18:25:34.417843+00:00,Low_CN0,4481262.862395795,2920392.6623752858,3273247.1893852944,31.638983307495902,33.09187145161554,-101359.26468139142
2024-05-06 18:25:35.417843+00:00,High_CN0,4468933.448357071,2801114.8710464207,3226915.532677087,31.636220236069043,32.07936973481272,-189200.73473019153
2024-05-06 18:25:35.417843+00:00,Low_CN0,4532119.748371177,2967285.735558639,3263352.581569768,31.237182877559817,33.21371513607834,-48311.769117762335
2024-05-06 18:25:36.417843+00:00,High_CN0,4614282.416412911,3119168.849940201,3336055.2445105473,31.087205195923268,34.057959892698946,119839.21847091056
2024-05-06 18:25:36.417843+00:00,Low_CN0,4473990.017549418,2925062.235105774,3282715.6163855586,31.729842558682282,33.17636813366126,-99396.60596954077
2024-05-06 18:25:37.417841+00:00,High_CN0,4614627.295829146,3119461.3971518637,3335869.87696856,31.083745163048132,34.05846622518041,120128.51125092525
2024-05-06 18:25:37.417841+00:00,Low_CN0,4483426.5577348,2926475.0294553046,3280061.401210494,31.66742947423786,33.13376178823712,-93412.1771675609
2024-05-06 18:25:38.417841+00:00,High_CN0,4452429.333627246,2948430.059718923,3246708.795061074,31.47319134178624,33.51280639506161,-122665.10606359597
2024-05-06 18:25:38.417841+00:00,Low_CN0,4903003.792215554,2941364.2971131303,3301861.8085238724,30.16711168976036,30.959993039005376,229757.30465842597
2024-05-06 18:25:40.597842+00:00,High_CN0,4436539.727217243,3094995.6987561574,3383356.3001166945,32.19720734186403,34.900197335038655,8257.155285249464
2024-05-06 18:25:40.597842+00:00,Low_CN0,4434615.143814566,3093940.5925115137,3371614.4669526652,32.118090471954844,34.90269592686941,160.20107835438102
2024-05-06 18:25:42.417842+00:00,High_CN0,4434483.092008689,3094051.2574254433,3372007.111005295,32.121304905016245,34.90445825635022,330.87425098661333
2024-05-06 18:25:42.417842+00:00,Low_CN0,4434421.348104504,3093966.1676333337,3371558.363989054,32.1183538300187,34.904093185981424,8.15650934074074
2024-05-06 18:25:43.417842+00:00,High_CN0,4434269.150976264,3093816.187071803,3371868.563958996,32.121733018715794,34.90371262444822,-5.308745716698468
2024-05-06 18:25:43.417842+00:00,Low_CN0,4434606.977874248,3094152.32352389,3371708.38055252,32.11825899874359,34.90458536846618,307.06995104812086
2024-05-06 18:25:44.417842+00:00,High_CN0,4434341.823098081,3093933.667264395,3372013.8037746707,32.12223416247355,34.90429293812887,179.3264140309766
2024-05-06 18:25:44.417842+00:00,Low_CN0,4434501.163274758,3094084.6614296013,3371563.6423537247,32.11775522499769,34.90463896623701,123.82810133323073
2024-05-06 18:25:45.417842+00:00,High_CN0,4434385.396744428,3094012.355882734,3372008.124109553,32.12180353845427,34.90471255667661,244.7047313945368
2024-05-06 18:25:45.417842+00:00,Low_CN0,4434674.969794081,3094283.4752136976,3371690.1892157192,32.117492934643884,34.90531278577926,408.1865305295214
2024-05-06 18:25:46.417842+00:00,High_CN0,4434442.256563437,3094004.5986947953,3371920.2586811474,32.12093017839257,34.904300384594016,233.71914310380816
2024-05-06 18:25:46.417842+00:00,Low_CN0,4434314.504214573,3093876.434060964,3371556.320435564,32.1190045401121,34.903961205082375,-110.63034571427852
2024-05-06 18:25:47.417842+00:00,High_CN0,4434475.082649043,3094108.125649738,3371992.097434547,32.12106571326323,34.90500100280942,344.8879226986319
2024-05-06 18:25:47.417842+00:00,Low_CN0,4434468.369561972,3093795.682210309,3371523.985535972,32.11837407387015,34.90232650473514,-60.0808080509305
2024-05-06 18:25:48.417842+00:00,High_CN0,4434492.185501817,3094090.5542633603,3371865.2576315864,32.12007796062563,34.90474460915009,280.81042614765465
2024-05-06 18:25:48.417842+00:00,Low_CN0,4434265.577356663,3093855.2988318587,3371520.3245052034,32.11897998561082,34.90407419649393,-173.99541969317943
2024-05-06 18:25:49.417842+00:00,High_CN0,4434372.874770898,3093976.6948769693,3371964.832031288,32.121619987674926,34.90447858118663,195.7062084749341
2024-05-06 18:25:49.417842+00:00,Low_CN0,4434595.578944343,3094156.643995512,3371684.9264755477,32.11811283487204,34.90469202519886,288.77644738089293
2024-05-06 18:25:50.417842+00:00,High_CN0,4434410.482826146,3094038.8198127886,3371917.711422604,32.12094177586146,34.904790424970585,226.87991408072412
2024-05-06 18:25:50.417842+00:00,Low_CN0,4434539.35600311,3093923.5436732676,3371649.7696262514,32.11870487830865,34.903007270665896,118.06580170243979
2024-05-06 18:25:51.417842+00:00,High_CN0,4434419.128729463,3093993.753611394,3371866.6115599326,32.12064115373464,34.90434637039668,183.87492421921343
2024-05-06 18:25:51.417842+00:00,Low_CN0,4434593.201977713,3093913.664931681,3371619.7992200027,32.11829134630182,34.902594953711194,134.74564769677818
2024-05-06 18:25:52.417842+00:00,High_CN0,4434577.304366065,3094044.2292526676,3371994.5271135005,32.1208576207274,34.90382595675166,386.21468520443887
2024-05-06 18:25:52.417842+00:00,Low_CN0,4434516.881328258,3093899.560043075,3371578.7909799027,32.11831693314881,34.90293511248849,53.094625362195075
2024-05-06 18:25:53.417842+00:00,High_CN0,4434348.116866711,3093964.3477013865,3371851.5746081253,32.12088622707232,34.90452139867718,112.30604060273618
2024-05-06 18:25:53.417842+00:00,Low_CN0,4434595.298102023,3094033.8028140794,3371816.1335187927,32.11945303058017,34.9036262542577,298.8087665550411
2024-05-06 18:25:54.417842+00:00,High_CN0,4434417.357899877,3093666.8425651733,3371926.4672968592,32.12200217404072,34.90151609486134,56.0500679416582
2024-05-06 18:25:54.417842+00:00,Low_CN0,4434528.113734073,3094086.839206015,3371510.7817963394,32.11723954636365,34.90449448452183,115.49954419862479
2024-05-06 18:25:55.417842+00:00,High_CN0,4434330.601944425,3093882.663430664,3371801.866654247,32.12079956965863,34.90391773364743,34.12522449065
2024-05-06 18:25:55.417842+00:00,Low_CN0,4434602.348064153,3094032.062998681,3371821.218556602,32.11946891902116,34.903568391193886,305.56610063277185
2024-05-06 18:25:56.417842+00:00,High_CN0,4434409.937775646,3093785.4046945674,3371972.5246501593,32.12205782615766,34.90259146862938,132.83944808598608
2024-05-06 18:25:56.417842+00:00,Low_CN0,4434630.674329321,3094160.1845360417,3371644.0559630925,32.11765298174457,34.90451000530043,293.1400230182335
2024-05-06 18:25:57.417842+00:00,High_CN0,4434329.97998207,3093951.6819892316,3371485.00131051,32.1181925060211,34.90452130205574,-101.33209935296327
2024-05-06 18:25:57.417842+00:00,Low_CN0,4434657.750657184,3094179.1267483775,3372101.3251242395,32.1209868288403,34.904510442701174,564.2495450656861
2024-05-06 18:25:58.417842+00:00,High_CN0,4434322.881106064,3093945.228517277,3371479.037980652,32.1181925775595,34.90450826313546,-112.5610128864646
2024-05-06 18:25:58.417842+00:00,Low_CN0,4434623.455412433,3094170.7519843928,3372076.7107819105,32.120956676550094,34.90464560219612,523.2828349508345
2024-05-06 18:25:59.417842+00:00,High_CN0,4434308.098948796,3093545.531452254,3371530.752538348,32.11974229187786,34.90112424476083,-289.0306763937697
2024-05-06 18:25:59.417842+00:00,Low_CN0,4434517.442485592,3094253.038448692,3371840.7238541935,32.119345493133004,34.906003421944476,364.05487345252186
