GPS time,SatPRN (ID),Sat.X,Sat.Y,Sat.Z,Pseudo-Range,CN0,PseudorangeRateMetersPerSecond,Constellation,GPS_Unique_Time,Group,Pos_X,Pos_Y,Pos_Z,Lat,Lon,Alt
2024-05-06 18:25:01.592145+00:00,G06,21733452.24661561,3615833.478122309,14948703.908130812,18605046.9647796,50.9,-426.90423583984375,G,2024-05-06 18:25:27.417843+00:00,High_Score,4434598.250265509,2707978.371644728,3128012.925594558,31.22690826102665,31.410240569110446,-307504.57194817625
2024-05-06 18:25:01.592145+00:00,G09,4774237.741112384,-14619582.845141783,21698584.772661693,23377329.64803255,50.7,-430.7557373046875,G,2024-05-06 18:25:27.417843+00:00,Low_Score,4718858.634724225,3191243.3948700223,3338637.4778133915,30.53564036238148,34.06948367569655,230240.2603703672
2024-05-06 18:25:01.592145+00:00,G16,25265053.492233768,-7269998.759396573,3896088.671803041,20828045.2493783,51.0,123.36055755615234,G,2024-05-06 18:25:28.417843+00:00,High_Score,4658982.317587692,3116353.986305621,3349399.2937861867,31.02634608886382,33.778230535437494,157154.2430500919
2024-05-06 18:25:01.592145+00:00,G17,1694500.92287568,24065926.927355785,-10918067.784336986,23532495.141286768,51.3,-104.62995147705078,G,2024-05-06 18:25:28.417843+00:00,Low_Score,4307598.2738411045,2800395.795480307,2972776.192607131,30.233199541975022,33.02813975888175,-436841.99819856696
2024-05-06 18:25:01.592145+00:00,G19,21142545.05354461,-13386590.140972022,9554091.79725308,21877368.657396734,51.3,469.7734680175781,G,2024-05-06 18:25:29.417843+00:00,High_Score,4428292.27429688,2698777.9710341794,3124198.6373082725,31.2460234646071,31.35979644750633,-318182.33462225925
2024-05-06 18:25:01.592145+00:00,G21,13787928.19562522,-15257106.007207245,16408243.025361558,22109691.29982623,51.1,-298.4328308105469,G,2024-05-06 18:25:29.417843+00:00,Low_Score,4564637.464205895,3018361.983294962,3343444.2397986753,31.59417100623832,33.47463122447589,40578.03101090714
2024-05-06 18:25:01.592145+00:00,G26,20953708.928065035,16838304.457225822,-3081332.419406667,20213146.911028728,51.3,576.1597900390625,G,2024-05-06 18:25:30.417843+00:00,High_Score,4659701.240302248,3116835.838641946,3350047.489963192,31.027308586706713,33.778238784185625,158229.9889900852
2024-05-06 18:25:01.592145+00:00,G28,-4209358.830921037,25863437.47217036,2722042.61709092,22567380.460083887,50.6,339.50750732421875,G,2024-05-06 18:25:30.417843+00:00,Low_Score,4298532.373086537,2793340.689311223,2984961.2098017717,30.39110718658982,33.01725774000639,-440573.44595957734
2024-05-06 18:25:01.592145+00:00,G31,-7054727.259673347,13641916.590233771,21657073.468344174,22314220.123061307,43.8,523.4892578125,E,2024-05-06 18:25:31.417843+00:00,High_Score,4649077.374914106,2877107.4756060257,3243346.728440318,30.846971747951002,31.75152475637462,-15587.55655142758
2024-05-06 18:25:01.592145+00:00,R06,2888360.552477994,19121233.56969569,17817359.158148948,19847136.83311703,44.6,-184.298583984375,E,2024-05-06 18:25:31.417843+00:00,Low_Score,4360527.76914114,2999620.965420235,3046631.8503026967,30.100270083397564,34.524206740084104,-265920.6027268488
2024-05-06 18:25:01.592145+00:00,G01,18788148.426437363,21952634.44356142,-6436789.02421133,23941292.365318023,50.9,354.3798522949219,G,2024-05-06 18:25:32.418594+00:00,High_Score,4658759.155384785,3116721.698744174,3349237.1570087825,31.025037107442692,33.7826230544438,157086.92651938926
2024-05-06 18:25:01.592145+00:00,G02,21898347.176891297,2350046.2757209637,19781830.44658409,22267546.1096268,50.7,-116.43248748779295,G,2024-05-06 18:25:32.418594+00:00,Low_Score,4293929.166355861,2779466.554288968,3031396.444874955,30.83425749749057,32.91504048145237,-426748.1755077727
2024-05-06 18:25:01.592145+00:00,G03,22723591.72939511,13959688.168225665,2052332.454946511,19076683.188511524,50.3,-78.47721862792969,G,2024-05-06 18:25:33.417843+00:00,High_Score,4673820.1782082375,3127898.09997404,3346171.535985911,30.917170058977582,33.7919420866172,171571.23159527127
2024-05-06 18:25:01.592145+00:00,G04,12849055.42877992,8970702.029406164,21314293.772942893,18690918.93136404,50.8,-666.5101928710938,G,2024-05-06 18:25:33.417843+00:00,Low_Score,4271597.241386435,2791962.3191830893,2928212.9602972423,30.027978365050025,33.16906645851269,-489278.9412982911
2024-05-06 18:25:01.592145+00:00,G06,21733452.24661561,3615833.478122309,14948703.908130812,18605046.9647796,50.9,-426.90423583984375,G,2024-05-06 18:25:34.417843+00:00,High_Score,4610145.472891208,3121139.442529147,3338556.2557795597,31.116784015591282,34.098604976381424,119142.64250674378
2024-05-06 18:25:01.592145+00:00,G09,4774237.741112384,-14619582.845141783,21698584.772661693,23377329.64803255,50.7,-430.7557373046875,G,2024-05-06 18:25:34.417843+00:00,Low_Score,4492483.079357619,2938721.7587339855,3264769.221438744,31.47979537503981,33.19038338584208,-89252.50170641206
2024-05-06 18:25:01.592145+00:00,G16,25265053.492233768,-7269998.759396573,3896088.671803041,20828045.2493783,51.0,123.36055755615234,G,2024-05-06 18:25:35.417843+00:00,High_Score,4461662.891825607,2719123.8461223627,3189693.3858305835,31.581432029570706,31.359875942220786,-250690.02657438163
2024-05-06 18:25:01.592145+00:00,G17,1694500.92287568,24065926.927355785,-10918067.784336986,23532495.141286768,51.3,-104.62995147705078,G,2024-05-06 18:25:35.417843+00:00,Low_Score,4766204.91801034,3211949.837318198,3313550.035571366,30.124688719571125,33.97606600662915,261442.0970960101
2024-05-06 18:25:01.592145+00:00,G19,21142545.05354461,-13386590.140972022,9554091.79725308,21877368.657396734,51.3,469.7734680175781,G,2024-05-06 18:25:36.417843+00:00,High_Score,4621368.071457155,3110246.599263919,3337842.2713514986,31.096704634786956,33.941115910696276,121520.01477225032
2024-05-06 18:25:01.592145+00:00,G21,13787928.19562522,-15257106.007207245,16408243.025361558,22109691.29982623,51.1,-298.4328308105469,G,2024-05-06 18:25:36.417843+00:00,Low_Score,4506334.523874934,2859653.8867797405,3287598.3241068907,31.807595962619892,32.39861351455928,-103821.93982772995
2024-05-06 18:25:01.592145+00:00,G26,20953708.928065035,16838304.457225822,-3081332.419406667,20213146.911028728,51.3,576.1597900390625,G,2024-05-06 18:25:37.417841+00:00,High_Score,4621243.830462885,3111489.6788964616,3337424.290167104,31.09083537600903,33.95243540831581,121810.32406685315
2024-05-06 18:25:01.592145+00:00,G28,-4209358.830921037,25863437.47217036,2722042.61709092,22567380.460083887,50.6,339.50750732421875,G,2024-05-06 18:25:37.417841+00:00,Low_Score,4526662.035004957,2864870.83437112,3293505.813588248,31.757319605692715,32.32923557145565,-83741.24421180412
2024-05-06 18:25:01.592145+00:00,G31,-7054727.259673347,13641916.590233771,21657073.468344174,22314220.123061307,43.8,523.4892578125,E,2024-05-06 18:25:38.417841+00:00,High_Score,4466963.182573456,2924519.61311232,3273949.8228186793,31.69123795728296,33.21275823557695,-109259.22752946522
2024-05-06 18:25:01.592145+00:00,R06,2888360.552477994,19121233.56969569,17817359.158148948,19847136.83311703,44.6,-184.298583984375,E,2024-05-06 18:25:38.417841+00:00,Low_Score,4671256.56433109,2865767.716608949,3039400.8198184045,29.179442532607798,31.528686323529325,-106411.38626621757
2024-05-06 18:25:01.592145+00:00,G01,18788148.426437363,21952634.44356142,-6436789.02421133,23941292.365318023,50.9,354.3798522949219,G,2024-05-06 18:25:40.597842+00:00,High_Score,4436779.770619548,3094646.906616654,3383394.3997653825,32.197510533812306,34.89571272188422,8275.194407141767
2024-05-06 18:25:01.592145+00:00,G02,21898347.176891297,2350046.2757209637,19781830.44658409,22267546.1096268,50.7,-116.43248748779295,G,2024-05-06 18:25:40.597842+00:00,Low_Score,4434594.725035725,3093903.932824566,3371622.8866276494,32.11833563655243,34.9025011454084,132.72876927256584
2024-05-06 18:25:01.592145+00:00,G03,22723591.72939511,13959688.168225665,2052332.454946511,19076683.188511524,50.3,-78.47721862792969,G,2024-05-06 18:25:42.417842+00:00,High_Score,4434560.618218797,3094166.4268310904,3372054.9784819367,32.12104965277579,34.90498900782555,465.9867883119732
2024-05-06 18:25:01.592145+00:00,G04,12849055.42877992,8970702.029406164,21314293.772942893,18690918.93136404,50.8,-666.5101928710938,G,2024-05-06 18:25:42.417842+00:00,Low_Score,4434537.297523543,3094045.563868505,3371730.207062502,32.1189925673508,34.9040801204386,218.53620397299528
2024-05-06 18:25:01.592145+00:00,G06,21733452.24661561,3615833.478122309,14948703.908130812,18605046.9647796,50.9,-426.90423583984375,G,2024-05-06 18:25:43.417842+00:00,High_Score,4434423.961581301,3093810.47475077,3371997.152567379,32.12212198661461,34.90272431169908,167.82411591243
2024-05-06 18:25:01.592145+00:00,G09,4774237.741112384,-14619582.845141783,21698584.772661693,23377329.64803255,50.7,-430.7557373046875,G,2024-05-06 18:25:43.417842+00:00,Low_Score,4434650.199412393,3094141.3095744825,3371651.6964713596,32.11768634723932,34.90422760572718,301.61674823239446
2024-05-06 18:25:01.592145+00:00,G16,25265053.492233768,-7269998.759396573,3896088.671803041,20828045.2493783,51.0,123.36055755615234,G,2024-05-06 18:25:44.417842+00:00,High_Score,4434329.057336297,3094020.3432635074,3372048.1980810543,32.12230922320482,34.905123580091924,230.75283749308437
2024-05-06 18:25:01.592145+00:00,G17,1694500.92287568,24065926.927355785,-10918067.784336986,23532495.141286768,51.3,-104.62995147705078,G,2024-05-06 18:25:44.417842+00:00,Low_Score,4434643.146440205,3094105.5571223903,3371637.9517475953,32.11770718329535,34.90395968687758,272.08341585751623
2024-05-06 18:25:01.592145+00:00,G19,21142545.05354461,-13386590.140972022,9554091.79725308,21877368.657396734,51.3,469.7734680175781,G,2024-05-06 18:25:45.417842+00:00,High_Score,4434485.789102986,3094064.6370691042,3372117.603547175,32.12210143528752,34.904558172450486,397.98259255848825
2024-05-06 18:25:01.592145+00:00,G21,13787928.19562522,-15257106.007207245,16408243.025361558,22109691.29982623,51.1,-298.4328308105469,G,2024-05-06 18:25:45.417842+00:00,Low_Score,4434684.992235795,3094287.2848562174,3371669.507176378,32.11728512052925,34.90528512298468,405.99865063652396
2024-05-06 18:25:01.592145+00:00,G26,20953708.928065035,16838304.457225822,-3081332.419406667,20213146.911028728,51.3,576.1597900390625,G,2024-05-06 18:25:46.417842+00:00,High_Score,4434469.8176089255,3094061.4610370058,3371929.2643328696,32.12073457386008,34.904627412167706,285.20732658635825
2024-05-06 18:25:01.592145+00:00,G28,-4209358.830921037,25863437.47217036,2722042.61709092,22567380.460083887,50.6,339.50750732421875,G,2024-05-06 18:25:46.417842+00:00,Low_Score,4434509.216290242,3093984.88972824,3371713.0256189425,32.11913821822337,34.90372311905658,160.49209510721266
2024-05-06 18:25:01.592145+00:00,G31,-7054727.259673347,13641916.590233771,21657073.468344174,22314220.123061307,43.8,523.4892578125,E,2024-05-06 18:25:47.417842+00:00,High_Score,4434586.021810708,3094053.569616856,3372104.2990022064,32.121636054375706,34.90385426971059,455.16315194405615
2024-05-06 18:25:01.592145+00:00,R06,2888360.552477994,19121233.56969569,17817359.158148948,19847136.83311703,44.6,-184.298583984375,E,2024-05-06 18:25:47.417842+00:00,Low_Score,4434231.207557746,3093863.866564325,3371531.072635288,32.11917372550235,34.90435705778302,-188.00153616350144
2024-05-06 18:25:01.592145+00:00,G01,18788148.426437363,21952634.44356142,-6436789.02421133,23941292.365318023,50.9,354.3798522949219,G,2024-05-06 18:25:48.417842+00:00,High_Score,4434385.638382202,3093844.8920763466,3371782.3741116845,32.12053790023342,34.90325577800071,43.68389503471553
2024-05-06 18:25:01.592145+00:00,G02,21898347.176891297,2350046.2757209637,19781830.44658409,22267546.1096268,50.7,-116.43248748779295,G,2024-05-06 18:25:48.417842+00:00,Low_Score,4434649.133435814,3094121.8661853285,3371818.583986158,32.119018470678164,34.90406511026121,380.1825451524928
2024-05-06 18:25:01.592145+00:00,G03,22723591.72939511,13959688.168225665,2052332.454946511,19076683.188511524,50.3,-78.47721862792969,G,2024-05-06 18:25:49.417842+00:00,High_Score,4434370.533666925,3093971.1438085684,3371978.6300470517,32.121749804012154,34.904444536111875,198.72668869700283
2024-05-06 18:25:01.592145+00:00,G04,12849055.42877992,8970702.029406164,21314293.772942893,18690918.93136404,50.8,-666.5101928710938,G,2024-05-06 18:25:49.417842+00:00,Low_Score,4434599.646462671,3094147.0374615113,3371718.3730947957,32.1183786447363,34.9045838848921,304.72853688988835
2024-05-06 18:25:01.592145+00:00,G06,21733452.24661561,3615833.478122309,14948703.908130812,18605046.9647796,50.9,-426.90423583984375,G,2024-05-06 18:25:50.417842+00:00,High_Score,4434517.113212718,3094028.3601527754,3371883.1891415734,32.120287522937964,34.904053000483074,277.5180631959811
2024-05-06 18:25:01.592145+00:00,G09,4774237.741112384,-14619582.845141783,21698584.772661693,23377329.64803255,50.7,-430.7557373046875,G,2024-05-06 18:25:50.417842+00:00,Low_Score,4434482.789418577,3094005.7863575188,3371723.5821272368,32.11926542850745,34.90406494438797,157.87595381308347
2024-05-06 18:25:01.592145+00:00,G16,25265053.492233768,-7269998.759396573,3896088.671803041,20828045.2493783,51.0,123.36055755615234,G,2024-05-06 18:25:51.417842+00:00,High_Score,4434495.6834178995,3094003.8952073813,3371865.7917998196,32.1203060391473,34.903970331088885,241.5270480234176
2024-05-06 18:25:01.592145+00:00,G17,1694500.92287568,24065926.927355785,-10918067.784336986,23532495.141286768,51.3,-104.62995147705078,G,2024-05-06 18:25:51.417842+00:00,Low_Score,4434471.660041858,3093991.8649835666,3371709.1423134734,32.11923709863139,34.90401144582735,135.72158209234476
2024-05-06 18:25:01.592145+00:00,G19,21142545.05354461,-13386590.140972022,9554091.79725308,21877368.657396734,51.3,469.7734680175781,G,2024-05-06 18:25:52.417842+00:00,High_Score,4434584.074966553,3094032.947954408,3371981.3023810782,32.12076094827826,34.90368687188966,378.4186692442745
2024-05-06 18:25:01.592145+00:00,G21,13787928.19562522,-15257106.007207245,16408243.025361558,22109691.29982623,51.1,-298.4328308105469,G,2024-05-06 18:25:52.417842+00:00,Low_Score,4434427.201326287,3093965.7795936386,3371665.7344695977,32.119151948950694,34.90405432398234,69.12026908248663
2024-05-06 18:25:01.592145+00:00,G26,20953708.928065035,16838304.457225822,-3081332.419406667,20213146.911028728,51.3,576.1597900390625,G,2024-05-06 18:25:53.417842+00:00,High_Score,4434504.134994962,3093972.6309214584,3371926.962011624,32.12082575881776,34.903647396975074,264.77058562543243
2024-05-06 18:25:01.592145+00:00,G28,-4209358.830921037,25863437.47217036,2722042.61709092,22567380.460083887,50.6,339.50750732421875,G,2024-05-06 18:25:53.417842+00:00,Low_Score,4434545.943132414,3094046.113481631,3371741.8013330917,32.11904561591501,34.90403247704057,230.97215009201318
2024-05-06 18:25:01.592145+00:00,G31,-7054727.259673347,13641916.590233771,21657073.468344174,22314220.123061307,43.8,523.4892578125,E,2024-05-06 18:25:54.417842+00:00,High_Score,4434422.367021226,3093718.343070437,3371833.180829856,32.12112870384202,34.90193330080594,34.88394044153392
2024-05-06 18:25:01.592145+00:00,R06,2888360.552477994,19121233.56969569,17817359.158148948,19847136.83311703,44.6,-184.298583984375,E,2024-05-06 18:25:54.417842+00:00,Low_Score,4434647.348530008,3094165.8295443007,3371655.8449899293,32.117661974401635,34.90445796246793,313.7253978094086
2024-05-06 18:25:01.592145+00:00,G01,18788148.426437363,21952634.44356142,-6436789.02421133,23941292.365318023,50.9,354.3798522949219,G,2024-05-06 18:25:55.417842+00:00,High_Score,4434476.069688754,3093943.8935458283,3371902.9774003266,32.12083178281437,34.90356782854125,218.59778603818268
2024-05-06 18:25:01.592145+00:00,G02,21898347.176891297,2350046.2757209637,19781830.44658409,22267546.1096268,50.7,-116.43248748779295,G,2024-05-06 18:25:55.417842+00:00,Low_Score,4434533.695512087,3094011.608031601,3371725.2852173927,32.11906229621176,34.90380688264092,196.96161635778844
2024-05-06 18:25:01.592145+00:00,G03,22723591.72939511,13959688.168225665,2052332.454946511,19076683.188511524,50.3,-78.47721862792969,G,2024-05-06 18:25:56.417842+00:00,High_Score,4434413.2742228685,3093780.964466788,3371973.8879793496,32.12206730007931,34.90253265098317,133.73009488079697
2024-05-06 18:25:01.592145+00:00,G04,12849055.42877992,8970702.029406164,21314293.772942893,18690918.93136404,50.8,-666.5101928710938,G,2024-05-06 18:25:56.417842+00:00,Low_Score,4434625.830105075,3094136.6487127095,3371632.8707761555,32.117651167966,34.9043348556885,272.42219119891524
2024-05-06 18:25:01.592145+00:00,G06,21733452.24661561,3615833.478122309,14948703.908130812,18605046.9647796,50.9,-426.90423583984375,G,2024-05-06 18:25:57.417842+00:00,High_Score,4434458.432453243,3093892.513104589,3371633.0141524975,32.11898024066362,34.903228255993064,37.910349431447685
2024-05-06 18:25:01.592145+00:00,G09,4774237.741112384,-14619582.845141783,21698584.772661693,23377329.64803255,50.7,-430.7557373046875,G,2024-05-06 18:25:57.417842+00:00,Low_Score,4434562.837016765,3094219.550602152,3372084.3976022345,32.12111985374224,34.90543718504723,508.91563472431153
2024-05-06 18:25:01.592145+00:00,G16,25265053.492233768,-7269998.759396573,3896088.671803041,20828045.2493783,51.0,123.36055755615234,G,2024-05-06 18:25:58.417842+00:00,High_Score,4434492.563334712,3093928.9813792226,3371732.160388418,32.11950322681065,34.90333823450299,132.0045749815181
2024-05-06 18:25:01.592145+00:00,G17,1694500.92287568,24065926.927355785,-10918067.784336986,23532495.141286768,51.3,-104.62995147705078,G,2024-05-06 18:25:58.417842+00:00,Low_Score,4434513.305457755,3094183.719603019,3371968.8463700376,32.12053044458608,34.90542614630049,395.70857431925833
2024-05-06 18:25:01.592145+00:00,G19,21142545.05354461,-13386590.140972022,9554091.79725308,21877368.657396734,51.3,469.7734680175781,G,2024-05-06 18:25:59.417842+00:00,High_Score,4434398.696558267,3093688.532659147,3371743.4367998093,32.12061814217946,34.90181774458915,-43.721485142596066
2024-05-06 18:25:01.592145+00:00,G21,13787928.19562522,-15257106.007207245,16408243.025361558,22109691.29982623,51.1,-298.4328308105469,G,2024-05-06 18:25:59.417842+00:00,Low_Score,4434517.089110078,3094187.253472381,3371681.126743668,32.11830845250219,34.905433913412,247.07285115588456
2024-05-06 18:25:01.592145+00:00,G26,20953708.928065035,16838304.457225822,-3081332.419406667,20213146.911028728,51.3,576.1597900390625,G,,,,,,,,
2024-05-06 18:25:01.592145+00:00,G28,-4209358.830921037,25863437.47217036,2722042.61709092,22567380.460083887,50.6,339.50750732421875,G,,,,,,,,
2024-05-06 18:25:01.592145+00:00,G31,-7054727.259673347,13641916.590233771,21657073.468344174,22314220.123061307,43.8,523.4892578125,E,,,,,,,,
2024-05-06 18:25:01.592145+00:00,R06,2888360.552477994,19121233.56969569,17817359.158148948,19847136.83311703,44.6,-184.298583984375,E,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G01,18787774.698152084,21952080.63310709,-6439772.177146164,23941818.79388833,51.5,354.4974670410156,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G02,21899911.51148932,2351277.8052036613,19779953.678998478,22267359.63502372,49.9,-116.36551666259766,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G03,22723623.59315066,13959994.29885274,2049174.6590377411,19077036.644682705,50.6,-78.38094329833984,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G04,12848553.36198871,8973388.90933295,21313483.25802524,18690807.71839979,50.5,-666.4691772460938,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G06,21731722.492040925,3616615.542484452,14951018.95591482,18604967.21984072,50.7,-426.8278198242188,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G09,4776355.601854626,-14617852.381233271,21699297.30151068,23376665.00713852,51.5,-430.76025390625,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G16,25264692.417219955,-7269547.1400432605,3899202.8655365,20827617.14737865,50.3,123.47046661376952,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G17,1693909.1652244097,24067170.99514424,-10915289.107393883,23532061.349255078,50.8,-104.49182891845705,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G19,21143703.23819369,-13386728.332655253,9551223.035218664,21877493.670006804,52.1,469.8580627441406,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G21,13790041.003804814,-15257450.816129703,16406132.218845785,22109583.075177684,51.6,-298.35308837890625,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G26,20953239.62503887,16838221.263993856,-3084412.967755906,20213615.78028161,51.3,576.2470703125,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G28,-4209730.103216318,25863035.830687944,2725150.1048362087,22567081.85904708,51.0,339.6526184082031,G,,,,,,,,
2024-05-06 18:25:02.599145+00:00,G31,-7056928.108362187,13640262.898321336,21657397.546287853,22314796.62113324,42.9,523.5505981445312,E,,,,,,,,
2024-05-06 18:25:02.599145+00:00,R06,2886469.950578565,19119870.875329822,17819145.831421178,19847475.297574397,45.7,-184.1775054931641,E,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G01,18787093.82089874,21951072.271992,-6445201.26157685,23942819.998541623,49.9,354.6531066894531,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G02,21902758.49673293,2353518.542768061,19776537.18213789,22267077.427233536,49.8,-116.30870056152344,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G03,22723680.795036152,13960550.88898842,2043427.361117952,19077746.156745557,49.7,-78.26446533203125,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G04,12847640.0716556,8978278.845420688,21312006.943425603,18690658.329277903,50.4,-666.46240234375,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G06,21728573.750447866,3618039.400361783,14955231.5322694,18604896.376608945,49.7,-426.7456359863281,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G09,4780210.561461488,-14614703.134537231,21700592.92418014,23375516.990517896,49.4,-430.8291015625,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G16,25264034.397819124,-7268724.76067549,3904870.485422563,20826903.545804106,49.1,123.61180114746094,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G17,1692832.5616765218,24069434.42254116,-10910231.314191423,23531342.04788933,49.6,-104.3028793334961,G,,,,,,,,
2024-05-06 18:25:04.419145+00:00,G19,21145810.24561159,-13386979.745027335,9546001.379989777,21877783.15902934,50.4,469.9494934082031,G,,,,,,,,
