# 
# Header Description:
# 
# Version: v3.0.6.4 Platform: 14 Manufacturer: samsung Model: SM-S918B
# 
# Raw,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
# 
# UncalAccel,utcTimeMillis,elapsedRealtimeNanos,UncalAccelXMps2,UncalAccelYMps2,UncalAccelZMps2,BiasXMps2,BiasYMps2,BiasZMps2
# 
# Accel,utcTimeMillis,elapsedRealtimeNanos,AccelXMps2,AccelYMps2,AccelZMps2
# 
# UncalGyro,utcTimeMillis,elapsedRealtimeNanos,UncalGyroXRadPerSec,UncalGyroYRadPerSec,UncalGyroZRadPerSec,DriftXRadPerSec,DriftYRadPerSec,DriftZRadPerSec
# 
# Gyro,utcTimeMillis,elapsedRealtimeNanos,GyroXRadPerSec,GyroYRadPerSec,GyroZRadPerSec
# 
# UncalMag,utcTimeMillis,elapsedRealtimeNanos,UncalMagXMicroT,UncalMagYMicroT,UncalMagZMicroT,BiasXMicroT,BiasYMicroT,BiasZMicroT
# 
# Mag,utcTimeMillis,elapsedRealtimeNanos,MagXMicroT,MagYMicroT,MagZMicroT
# 
# OrientationDeg,utcTimeMillis,elapsedRealtimeNanos,yawDeg,rollDeg,pitchDeg
# 
# Fix,Provider,LatitudeDegrees,LongitudeDegrees,AltitudeMeters,SpeedMps,AccuracyMeters,BearingDegrees,UnixTimeMillis,SpeedAccuracyMps,BearingAccuracyDegrees,elapsedRealtimeNanos,VerticalAccuracyMeters,MockLocation,NumberOfUsedSignals,VerticalSpeedAccuracyMps,SolutionType
# 
# Nav,Svid,Type,Status,MessageId,Sub-messageId,Data(Bytes)
# 
# Status,UnixTimeMillis,SignalCount,SignalIndex,ConstellationType,Svid,CarrierFrequencyHz,Cn0DbHz,AzimuthDegrees,ElevationDegrees,UsedInFix,HasAlmanacData,HasEphemerisData,BasebandCn0DbHz
# 
# Agc,utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,AgcDb,CarrierFrequencyHz,ConstellationType
# 
Agc,1713419528424,498848978000000,18,0.0,-1396955897446219180,-0.9862852096557617,109888.76968622208,0.9765624737812494,268.1001310507686,10,-39.51,1176450000,4
Agc,1713419529424,498849978000000,18,0.0,-1396955897446219423,-0.040747642517089844,109139.74046707153,-0.9765624737812494,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419529424,498849978000000,18,0.0,-1396955897446219423,-0.040747642517089844,109139.74046707153,-0.9765624737812494,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419529424,498849978000000,18,0.0,-1396955897446219423,-0.040747642517089844,109139.74046707153,-0.9765624737812494,266.3356301245171,10,-52.83,1602000000,3
Agc,1713419529424,498849978000000,18,0.0,-1396955897446219423,-0.040747642517089844,109139.74046707153,-0.9765624737812494,266.3356301245171,10,-39.43,1176450000,1
Agc,1713419529424,498849978000000,18,0.0,-1396955897446219423,-0.040747642517089844,109139.74046707153,-0.9765624737812494,266.3356301245171,10,-39.43,1176450000,4
Agc,1713419530424,498850978000000,18,0.0,-1396955897446219391,-0.36087894439697266,108363.58368396759,-0.9765624737812494,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419530424,498850978000000,18,0.0,-1396955897446219391,-0.36087894439697266,108363.58368396759,-0.9765624737812494,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419530424,498850978000000,18,0.0,-1396955897446219391,-0.36087894439697266,108363.58368396759,-0.9765624737812494,266.3356301245171,10,-52.96,1602000000,3
Agc,1713419530424,498850978000000,18,0.0,-1396955897446219391,-0.36087894439697266,108363.58368396759,-0.9765624737812494,266.3356301245171,10,-39.43,1176450000,1
Agc,1713419530424,498850978000000,18,0.0,-1396955897446219391,-0.36087894439697266,108363.58368396759,-0.9765624737812494,266.3356301245171,10,-39.43,1176450000,4
Agc,1713419531424,498851978000000,18,0.0,-1396955897446219421,-0.5804338455200195,108466.83382987976,2.9296875207535953,266.3356301245171,10,-50.05,1575420000,1
Agc,1713419531424,498851978000000,18,0.0,-1396955897446219421,-0.5804338455200195,108466.83382987976,2.9296875207535953,266.3356301245171,10,-50.05,1575420000,4
Agc,1713419531424,498851978000000,18,0.0,-1396955897446219421,-0.5804338455200195,108466.83382987976,2.9296875207535953,266.3356301245171,10,-53.01,1602000000,3
Agc,1713419531424,498851978000000,18,0.0,-1396955897446219421,-0.5804338455200195,108466.83382987976,2.9296875207535953,266.3356301245171,10,-39.51,1176450000,1
Agc,1713419531424,498851978000000,18,0.0,-1396955897446219421,-0.5804338455200195,108466.83382987976,2.9296875207535953,266.3356301245171,10,-39.51,1176450000,4
Agc,1713419532424,498852978000000,18,0.0,-1396955897446219422,-0.5639104843139648,108729.83187437057,-0.9765624737812494,266.3356301245171,10,-50.05,1575420000,1
Agc,1713419532424,498852978000000,18,0.0,-1396955897446219422,-0.5639104843139648,108729.83187437057,-0.9765624737812494,266.3356301245171,10,-50.05,1575420000,4
Agc,1713419532424,498852978000000,18,0.0,-1396955897446219422,-0.5639104843139648,108729.83187437057,-0.9765624737812494,266.3356301245171,10,-52.88,1602000000,3
Agc,1713419532424,498852978000000,18,0.0,-1396955897446219422,-0.5639104843139648,108729.83187437057,-0.9765624737812494,266.3356301245171,10,-39.51,1176450000,1
Agc,1713419532424,498852978000000,18,0.0,-1396955897446219422,-0.5639104843139648,108729.83187437057,-0.9765624737812494,266.3356301245171,10,-39.51,1176450000,4
Fix,NLP,32.1050823000,35.2054622000,667.5,,20.0,,1713419531154,,,564682296000000,1.0,0,,,
Fix,FLP,32.1050822000,35.2054620000,667.5,0.0081373425,20.0,,1713419531153,1.5,,564682296000000,1.0009922,0,,,
Agc,1713419533424,498853978000000,18,0.0,-1396955897446219424,-0.5159626007080078,108993.7686920166,-1.9531249475624988,267.2741863249953,10,-49.96,1575420000,1
Agc,1713419533424,498853978000000,18,0.0,-1396955897446219424,-0.5159626007080078,108993.7686920166,-1.9531249475624988,267.2741863249953,10,-49.96,1575420000,4
Agc,1713419533424,498853978000000,18,0.0,-1396955897446219424,-0.5159626007080078,108993.7686920166,-1.9531249475624988,267.2741863249953,10,-52.88,1602000000,3
Agc,1713419533424,498853978000000,18,0.0,-1396955897446219424,-0.5159626007080078,108993.7686920166,-1.9531249475624988,267.2741863249953,10,-39.43,1176450000,1
Agc,1713419533424,498853978000000,18,0.0,-1396955897446219424,-0.5159626007080078,108993.7686920166,-1.9531249475624988,267.2741863249953,10,-39.43,1176450000,4
Agc,1713419534424,498854978000000,18,0.0,-1396955897446219427,-0.4514913558959961,109257.98118114471,-2.9296875207535953,267.5494927506128,10,-49.96,1575420000,1
Agc,1713419534424,498854978000000,18,0.0,-1396955897446219427,-0.4514913558959961,109257.98118114471,-2.9296875207535953,267.5494927506128,10,-49.96,1575420000,4
Agc,1713419534424,498854978000000,18,0.0,-1396955897446219427,-0.4514913558959961,109257.98118114471,-2.9296875207535953,267.5494927506128,10,-52.79,1602000000,3
Agc,1713419534424,498854978000000,18,0.0,-1396955897446219427,-0.4514913558959961,109257.98118114471,-2.9296875207535953,267.5494927506128,10,-39.35,1176450000,1
Agc,1713419534424,498854978000000,18,0.0,-1396955897446219427,-0.4514913558959961,109257.98118114471,-2.9296875207535953,267.5494927506128,10,-39.35,1176450000,4
Agc,1713419535424,498855978000000,18,0.0,-1396955897446219385,-0.3855133056640625,109474.7930765152,-1.9531249475624988,266.3356301245171,10,-49.96,1575420000,1
Agc,1713419535424,498855978000000,18,0.0,-1396955897446219385,-0.3855133056640625,109474.7930765152,-1.9531249475624988,266.3356301245171,10,-49.96,1575420000,4
Agc,1713419535424,498855978000000,18,0.0,-1396955897446219385,-0.3855133056640625,109474.7930765152,-1.9531249475624988,266.3356301245171,10,-52.92,1602000000,3
Agc,1713419535424,498855978000000,18,0.0,-1396955897446219385,-0.3855133056640625,109474.7930765152,-1.9531249475624988,266.3356301245171,10,-39.51,1176450000,1
Agc,1713419535424,498855978000000,18,0.0,-1396955897446219385,-0.3855133056640625,109474.7930765152,-1.9531249475624988,266.3356301245171,10,-39.51,1176450000,4
Agc,1713419536424,498856978000000,18,0.0,-1396955897446219396,-0.06964588165283203,109580.53171634674,-0.9765624737812494,268.1001310507686,10,-49.93,1575420000,1
Agc,1713419536424,498856978000000,18,0.0,-1396955897446219396,-0.06964588165283203,109580.53171634674,-0.9765624737812494,268.1001310507686,10,-49.93,1575420000,4
Agc,1713419536424,498856978000000,18,0.0,-1396955897446219396,-0.06964588165283203,109580.53171634674,-0.9765624737812494,268.1001310507686,10,-52.87,1602000000,3
Agc,1713419536424,498856978000000,18,0.0,-1396955897446219396,-0.06964588165283203,109580.53171634674,-0.9765624737812494,268.1001310507686,10,-39.35,1176450000,1
Agc,1713419536424,498856978000000,18,0.0,-1396955897446219396,-0.06964588165283203,109580.53171634674,-0.9765624737812494,268.1001310507686,10,-39.35,1176450000,4
Agc,1713419537424,498857978000000,18,0.0,-1396955897446219399,-0.973750114440918,109843.52976083755,-3.9062498951249975,266.3356301245171,10,-49.96,1575420000,1
Agc,1713419537424,498857978000000,18,0.0,-1396955897446219399,-0.973750114440918,109843.52976083755,-3.9062498951249975,266.3356301245171,10,-49.96,1575420000,4
Agc,1713419537424,498857978000000,18,0.0,-1396955897446219399,-0.973750114440918,109843.52976083755,-3.9062498951249975,266.3356301245171,10,-52.84,1602000000,3
Agc,1713419537424,498857978000000,18,0.0,-1396955897446219399,-0.973750114440918,109843.52976083755,-3.9062498951249975,266.3356301245171,10,-39.35,1176450000,1
Agc,1713419537424,498857978000000,18,0.0,-1396955897446219399,-0.973750114440918,109843.52976083755,-3.9062498951249975,266.3356301245171,10,-39.35,1176450000,4
Fix,NLP,32.1050824000,35.2054617000,667.5,,20.0,,1713419536145,,,564687288000000,1.0,0,,,
Fix,FLP,32.1050824000,35.2054617000,667.5,0.0076580825,20.0,,1713419536146,1.5,,564687288000000,1.0010669,0,,,
Agc,1713419538424,498858978000000,18,0.0,-1396955897446219401,-0.9258022308349609,110106.52780532837,-1.9531249475624988,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419538424,498858978000000,18,0.0,-1396955897446219401,-0.9258022308349609,110106.52780532837,-1.9531249475624988,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419538424,498858978000000,18,0.0,-1396955897446219401,-0.9258022308349609,110106.52780532837,-1.9531249475624988,266.3356301245171,10,-52.9,1602000000,3
Agc,1713419538424,498858978000000,18,0.0,-1396955897446219401,-0.9258022308349609,110106.52780532837,-1.9531249475624988,266.3356301245171,10,-39.67,1176450000,1
Agc,1713419538424,498858978000000,18,0.0,-1396955897446219401,-0.9258022308349609,110106.52780532837,-1.9531249475624988,266.3356301245171,10,-39.67,1176450000,4
Agc,1713419539424,498859978000000,18,0.0,-1396955897446219404,-0.8613309860229492,110369.52584981918,-2.9296875207535953,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419539424,498859978000000,18,0.0,-1396955897446219404,-0.8613309860229492,110369.52584981918,-2.9296875207535953,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419539424,498859978000000,18,0.0,-1396955897446219404,-0.8613309860229492,110369.52584981918,-2.9296875207535953,266.3356301245171,10,-53.14,1602000000,3
Agc,1713419539424,498859978000000,18,0.0,-1396955897446219404,-0.8613309860229492,110369.52584981918,-2.9296875207535953,266.3356301245171,10,-39.59,1176450000,1
Agc,1713419539424,498859978000000,18,0.0,-1396955897446219404,-0.8613309860229492,110369.52584981918,-2.9296875207535953,266.3356301245171,10,-39.59,1176450000,4
Agc,1713419540424,498860978000000,18,0.0,-1396955897446219501,-0.48046016693115234,110607.44524002075,-1.9531249475624988,267.0927355194256,10,-49.96,1575420000,1
Agc,1713419540424,498860978000000,18,0.0,-1396955897446219501,-0.48046016693115234,110607.44524002075,-1.9531249475624988,267.0927355194256,10,-49.96,1575420000,4
Agc,1713419540424,498860978000000,18,0.0,-1396955897446219501,-0.48046016693115234,110607.44524002075,-1.9531249475624988,267.0927355194256,10,-53.01,1602000000,3
Agc,1713419540424,498860978000000,18,0.0,-1396955897446219501,-0.48046016693115234,110607.44524002075,-1.9531249475624988,267.0927355194256,10,-39.43,1176450000,1
Agc,1713419540424,498860978000000,18,0.0,-1396955897446219501,-0.48046016693115234,110607.44524002075,-1.9531249475624988,267.0927355194256,10,-39.43,1176450000,4
Agc,1713419541424,498861978000000,18,0.0,-1396955897446219485,-0.715031623840332,110703.44597101212,0.0,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419541424,498861978000000,18,0.0,-1396955897446219485,-0.715031623840332,110703.44597101212,0.0,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419541424,498861978000000,18,0.0,-1396955897446219485,-0.715031623840332,110703.44597101212,0.0,266.3356301245171,10,-53.1,1602000000,3
Agc,1713419541424,498861978000000,18,0.0,-1396955897446219485,-0.715031623840332,110703.44597101212,0.0,266.3356301245171,10,-39.43,1176450000,1
Agc,1713419541424,498861978000000,18,0.0,-1396955897446219485,-0.715031623840332,110703.44597101212,0.0,266.3356301245171,10,-39.43,1176450000,4
Agc,1713419542424,498862978000000,18,0.0,-1396955897446219477,-0.4448871612548828,110790.55815935135,-0.9765624737812494,267.5620136196647,10,-50.01,1575420000,1
Agc,1713419542424,498862978000000,18,0.0,-1396955897446219477,-0.4448871612548828,110790.55815935135,-0.9765624737812494,267.5620136196647,10,-50.01,1575420000,4
Agc,1713419542424,498862978000000,18,0.0,-1396955897446219477,-0.4448871612548828,110790.55815935135,-0.9765624737812494,267.5620136196647,10,-53.04,1602000000,3
Agc,1713419542424,498862978000000,18,0.0,-1396955897446219477,-0.4448871612548828,110790.55815935135,-0.9765624737812494,267.5620136196647,10,-39.59,1176450000,1
Agc,1713419542424,498862978000000,18,0.0,-1396955897446219477,-0.4448871612548828,110790.55815935135,-0.9765624737812494,267.5620136196647,10,-39.59,1176450000,4
Fix,NLP,32.1050824000,35.2054617000,667.5,,20.0,,1713419541242,,,564692385000000,1.0,0,,,
Fix,FLP,32.1050824000,35.2054617000,667.5,0.0006960098,20.0,,1713419541242,1.5,,564692385000000,1.0074747,0,,,
Agc,1713419543424,498863978000000,18,0.0,-1396955897446219393,-0.5066461563110352,110295.34041881561,-0.9765624737812494,267.77474114894335,10,-50.01,1575420000,1
Agc,1713419543424,498863978000000,18,0.0,-1396955897446219393,-0.5066461563110352,110295.34041881561,-0.9765624737812494,267.77474114894335,10,-50.01,1575420000,4
Agc,1713419543424,498863978000000,18,0.0,-1396955897446219393,-0.5066461563110352,110295.34041881561,-0.9765624737812494,267.77474114894335,10,-52.88,1602000000,3
Agc,1713419543424,498863978000000,18,0.0,-1396955897446219393,-0.5066461563110352,110295.34041881561,-0.9765624737812494,267.77474114894335,10,-39.59,1176450000,1
Agc,1713419543424,498863978000000,18,0.0,-1396955897446219393,-0.5066461563110352,110295.34041881561,-0.9765624737812494,267.77474114894335,10,-39.59,1176450000,4
Agc,1713419544424,498864978000000,18,0.0,-1396955897446219395,-0.4586982727050781,110558.33846330643,-1.9531249475624988,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419544424,498864978000000,18,0.0,-1396955897446219395,-0.4586982727050781,110558.33846330643,-1.9531249475624988,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419544424,498864978000000,18,0.0,-1396955897446219395,-0.4586982727050781,110558.33846330643,-1.9531249475624988,266.3356301245171,10,-52.93,1602000000,3
Agc,1713419544424,498864978000000,18,0.0,-1396955897446219395,-0.4586982727050781,110558.33846330643,-1.9531249475624988,266.3356301245171,10,-39.51,1176450000,1
Agc,1713419544424,498864978000000,18,0.0,-1396955897446219395,-0.4586982727050781,110558.33846330643,-1.9531249475624988,266.3356301245171,10,-39.51,1176450000,4
Agc,1713419545424,498865978000000,18,0.0,-1396955897446219398,-0.3942270278930664,110821.33650779724,-2.9296875207535953,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419545424,498865978000000,18,0.0,-1396955897446219398,-0.3942270278930664,110821.33650779724,-2.9296875207535953,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419545424,498865978000000,18,0.0,-1396955897446219398,-0.3942270278930664,110821.33650779724,-2.9296875207535953,266.3356301245171,10,-53.02,1602000000,3
Agc,1713419545424,498865978000000,18,0.0,-1396955897446219398,-0.3942270278930664,110821.33650779724,-2.9296875207535953,266.3356301245171,10,-39.35,1176450000,1
Agc,1713419545424,498865978000000,18,0.0,-1396955897446219398,-0.3942270278930664,110821.33650779724,-2.9296875207535953,266.3356301245171,10,-39.35,1176450000,4
Agc,1713419546424,498866978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111084.33455228806,-0.9765624737812494,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419546424,498866978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111084.33455228806,-0.9765624737812494,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419546424,498866978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111084.33455228806,-0.9765624737812494,266.3356301245171,10,-52.8,1602000000,3
Agc,1713419546424,498866978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111084.33455228806,-0.9765624737812494,266.3356301245171,10,-39.83,1176450000,1
Agc,1713419546424,498866978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111084.33455228806,-0.9765624737812494,266.3356301245171,10,-39.83,1176450000,4
Agc,1713419547424,498867978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111347.33259677887,0.0,266.3356301245171,10,-50.1,1575420000,1
Agc,1713419547424,498867978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111347.33259677887,0.0,266.3356301245171,10,-50.1,1575420000,4
Agc,1713419547424,498867978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111347.33259677887,0.0,266.3356301245171,10,-53.16,1602000000,3
Agc,1713419547424,498867978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111347.33259677887,0.0,266.3356301245171,10,-39.99,1176450000,1
Agc,1713419547424,498867978000000,18,0.0,-1396955897446219399,-0.3777036666870117,111347.33259677887,0.0,266.3356301245171,10,-39.99,1176450000,4
Fix,NLP,32.1050823000,35.2054617000,667.5,,20.0,,1713419546204,,,564697347000000,1.0,0,,,
Fix,FLP,32.1050823000,35.2054617000,667.5,0.0021167824,20.0,,1713419546205,1.5,,564697347000000,0.9973053,0,,,
Agc,1713419548424,498868978000000,18,0.0,-1396955897446219402,-0.313232421875,111610.33064126968,-2.9296875207535953,266.3356301245171,10,-50.05,1575420000,1
Agc,1713419548424,498868978000000,18,0.0,-1396955897446219402,-0.313232421875,111610.33064126968,-2.9296875207535953,266.3356301245171,10,-50.05,1575420000,4
Agc,1713419548424,498868978000000,18,0.0,-1396955897446219402,-0.313232421875,111610.33064126968,-2.9296875207535953,266.3356301245171,10,-53.02,1602000000,3
Agc,1713419548424,498868978000000,18,0.0,-1396955897446219402,-0.313232421875,111610.33064126968,-2.9296875207535953,266.3356301245171,10,-39.67,1176450000,1
Agc,1713419548424,498868978000000,18,0.0,-1396955897446219402,-0.313232421875,111610.33064126968,-2.9296875207535953,266.3356301245171,10,-39.67,1176450000,4
Agc,1713419549424,498869978000000,18,0.0,-1396955897446219554,-0.051756858825683594,111631.66165351868,-3.9062498951249975,267.2679258904693,10,-50.01,1575420000,1
Agc,1713419549424,498869978000000,18,0.0,-1396955897446219554,-0.051756858825683594,111631.66165351868,-3.9062498951249975,267.2679258904693,10,-50.01,1575420000,4
Agc,1713419549424,498869978000000,18,0.0,-1396955897446219554,-0.051756858825683594,111631.66165351868,-3.9062498951249975,267.2679258904693,10,-52.89,1602000000,3
Agc,1713419549424,498869978000000,18,0.0,-1396955897446219554,-0.051756858825683594,111631.66165351868,-3.9062498951249975,267.2679258904693,10,-39.59,1176450000,1
Agc,1713419549424,498869978000000,18,0.0,-1396955897446219554,-0.051756858825683594,111631.66165351868,-3.9062498951249975,267.2679258904693,10,-39.59,1176450000,4
Agc,1713419550424,498870978000000,18,0.0,-1396955897446219395,-0.9504365921020508,110874.34738874435,-1.9531249475624988,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419550424,498870978000000,18,0.0,-1396955897446219395,-0.9504365921020508,110874.34738874435,-1.9531249475624988,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419550424,498870978000000,18,0.0,-1396955897446219395,-0.9504365921020508,110874.34738874435,-1.9531249475624988,266.3356301245171,10,-52.94,1602000000,3
Agc,1713419550424,498870978000000,18,0.0,-1396955897446219395,-0.9504365921020508,110874.34738874435,-1.9531249475624988,266.3356301245171,10,-39.43,1176450000,1
Agc,1713419550424,498870978000000,18,0.0,-1396955897446219395,-0.9504365921020508,110874.34738874435,-1.9531249475624988,266.3356301245171,10,-39.43,1176450000,4
Agc,1713419551424,498871978000000,18,0.0,-1396955897446219494,-0.5663213729858398,110970.43752670288,-0.9765624737812494,266.3356301245171,10,-50.03,1575420000,1
Agc,1713419551424,498871978000000,18,0.0,-1396955897446219494,-0.5663213729858398,110970.43752670288,-0.9765624737812494,266.3356301245171,10,-50.03,1575420000,4
Agc,1713419551424,498871978000000,18,0.0,-1396955897446219494,-0.5663213729858398,110970.43752670288,-0.9765624737812494,266.3356301245171,10,-53.11,1602000000,3
Agc,1713419551424,498871978000000,18,0.0,-1396955897446219494,-0.5663213729858398,110970.43752670288,-0.9765624737812494,266.3356301245171,10,-39.51,1176450000,1
Agc,1713419551424,498871978000000,18,0.0,-1396955897446219494,-0.5663213729858398,110970.43752670288,-0.9765624737812494,266.3356301245171,10,-39.51,1176450000,4
Agc,1713419552424,498872978000000,18,0.0,-1396955897446219408,-0.6164236068725586,111058.40653181076,0.0,268.0813497471907,10,-49.96,1575420000,1
Agc,1713419552424,498872978000000,18,0.0,-1396955897446219408,-0.6164236068725586,111058.40653181076,0.0,268.0813497471907,10,-49.96,1575420000,4
Agc,1713419552424,498872978000000,18,0.0,-1396955897446219408,-0.6164236068725586,111058.40653181076,0.0,268.0813497471907,10,-52.88,1602000000,3
Agc,1713419552424,498872978000000,18,0.0,-1396955897446219408,-0.6164236068725586,111058.40653181076,0.0,268.0813497471907,10,-39.43,1176450000,1
Agc,1713419552424,498872978000000,18,0.0,-1396955897446219408,-0.6164236068725586,111058.40653181076,0.0,268.0813497471907,10,-39.43,1176450000,4
Fix,NLP,32.1050823000,35.2054622000,667.5,,20.0,,1713419551214,,,564702356000000,1.0,0,,,
Fix,FLP,32.1050823000,35.2054621000,667.5,0.004565367,20.0,,1713419551214,1.5,,564702356000000,0.9972237,0,,,
Agc,1713419553424,498873978000000,18,0.0,-1396955897446219410,-0.5684757232666016,111321.40457630157,-1.9531249475624988,266.3356301245171,10,-50.05,1575420000,1
Agc,1713419553424,498873978000000,18,0.0,-1396955897446219410,-0.5684757232666016,111321.40457630157,-1.9531249475624988,266.3356301245171,10,-50.05,1575420000,4
Agc,1713419553424,498873978000000,18,0.0,-1396955897446219410,-0.5684757232666016,111321.40457630157,-1.9531249475624988,266.3356301245171,10,-53.26,1602000000,3
Agc,1713419553424,498873978000000,18,0.0,-1396955897446219410,-0.5684757232666016,111321.40457630157,-1.9531249475624988,266.3356301245171,10,-39.99,1176450000,1
Agc,1713419553424,498873978000000,18,0.0,-1396955897446219410,-0.5684757232666016,111321.40457630157,-1.9531249475624988,266.3356301245171,10,-39.99,1176450000,4
Agc,1713419554424,498874978000000,18,0.0,-1396955897446219414,-0.4725799560546875,111584.40262079239,-3.9062498951249975,266.3356301245171,10,-50.01,1575420000,1
Agc,1713419554424,498874978000000,18,0.0,-1396955897446219414,-0.4725799560546875,111584.40262079239,-3.9062498951249975,266.3356301245171,10,-50.01,1575420000,4
Agc,1713419554424,498874978000000,18,0.0,-1396955897446219414,-0.4725799560546875,111584.40262079239,-3.9062498951249975,266.3356301245171,10,-52.95,1602000000,3
Agc,1713419554424,498874978000000,18,0.0,-1396955897446219414,-0.4725799560546875,111584.40262079239,-3.9062498951249975,266.3356301245171,10,-39.59,1176450000,1
Agc,1713419554424,498874978000000,18,0.0,-1396955897446219414,-0.4725799560546875,111584.40262079239,-3.9062498951249975,266.3356301245171,10,-39.59,1176450000,4
Agc,1713419555424,498875978000000,18,0.0,-1396955897446219418,-0.37668418884277344,111847.4006652832,-3.9062498951249975,266.3356301245171,10,-49.96,1575420000,1
Agc,1713419555424,498875978000000,18,0.0,-1396955897446219418,-0.37668418884277344,111847.4006652832,-3.9062498951249975,266.3356301245171,10,-49.96,1575420000,4
Agc,1713419555424,498875978000000,18,0.0,-1396955897446219418,-0.37668418884277344,111847.4006652832,-3.9062498951249975,266.3356301245171,10,-52.94,1602000000,3
Agc,1713419555424,498875978000000,18,0.0,-1396955897446219418,-0.37668418884277344,111847.4006652832,-3.9062498951249975,266.3356301245171,10,-39.51,1176450000,1
Agc,1713419555424,498875978000000,18,0.0,-1396955897446219418,-0.37668418884277344,111847.4006652832,-3.9062498951249975,266.3356301245171,10,-39.51,1176450000,4
Fix,NLP,32.1050825000,35.2054619000,667.5,,20.0,,1713419556233,,,564707376000000,1.0,0,,,
Fix,FLP,32.1050825000,35.2054619000,667.5,0.0056288457,20.0,,1713419556233,1.5,,564707376000000,1.0006146,0,,,
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-50.01,1575420000,1
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-50.01,1575420000,4
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-53.04,1602000000,3
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-59.07,1561098000,5
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-53.83,1575420000,6
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-39.59,1176450000,1
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-39.59,1176450000,4
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-39.59,1176450000,6
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-39.59,1176450000,5
Agc,1713419558414,498878969000000,18,0.0,-1396955897445928442,0.5723519325256348,112617.46287345886,0.0,266.42164747694704,11,-53.83,1575420000,5
Agc,1713419559414,498879969000000,18,0.0,-1396955897445928443,0.5963258743286133,112881.83182477951,-0.9765624737812494,267.7059272669994,11,-49.98,1575420000,1
